,maxThroughput,minMLUObj,minMLUConstraint
0,0.029000043869018555,0.019999980926513672,0.020999908447265625
1,0.042999982833862305,0.026999950408935547,0.02499985694885254
2,0.023999929428100586,0.031000137329101562,0.03099989891052246
3,0.03299999237060547,0.06800007820129395,0.07899999618530273
4,0.08500003814697266,0.20200014114379883,0.2910001277923584
